,Title,Price,Scraped_Time
360,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,07-08-26 15:09:54
361,The Lonely City: Adventures in the Art of Being Alone,33.26,07-08-26 15:09:54
362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,07-08-26 15:09:54
363,The Golden Condom: And Other Essays on Love Lost and Found,39.43,07-08-26 15:09:54
364,The Epidemic (The Program 0.6),14.44,07-08-26 15:09:54
365,The Dinner Party,56.54,07-08-26 15:09:54
366,The Diary of a Young Girl,59.9,07-08-26 15:09:54
367,The Children,11.88,07-08-26 15:09:54
368,Stars Above (The Lunar Chronicles #4.5),48.05,07-08-26 15:09:54
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,07-08-26 15:09:54
370,Raspberry Pi Electronics Projects for the Evil Genius,49.67,07-08-26 15:09:54
371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,07-08-26 15:09:54
372,Psycho: Sanitarium (Psycho #1.5),36.97,07-08-26 15:09:54
373,Poisonous (Max Revere Novels #3),26.8,07-08-26 15:09:54
374,One with You (Crossfire #5),15.71,07-08-26 15:09:54
375,No Love Allowed (Dodge Cove #1),54.65,07-08-26 15:09:54
376,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,07-08-26 15:09:54
377,Most Wanted,35.28,07-08-26 15:09:54
378,"Love, Lies and Spies",20.55,07-08-26 15:09:54
379,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,07-08-26 15:09:54
380,Hide Away (Eve Duncan #20),11.84,07-08-26 15:09:55
381,Furiously Happy: A Funny Book About Horrible Things,41.46,07-08-26 15:09:55
382,Everyday Italian: 125 Simple and Delicious Recipes,20.1,07-08-26 15:09:55
383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,07-08-26 15:09:55
384,Eleanor & Park,56.51,07-08-26 15:09:55
385,Dirty (Dive Bar #1),40.83,07-08-26 15:09:55
386,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,07-08-26 15:09:55
387,Boar Island (Anna Pigeon #19),59.48,07-08-26 15:09:55
388,A Paris Apartment,39.01,07-08-26 15:09:55
389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,07-08-26 15:09:55
390,Troublemaker: Surviving Hollywood and Scientology,48.39,07-08-26 15:09:55
391,The Widow,27.26,07-08-26 15:09:55
392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,07-08-26 15:09:55
393,The Improbability of Love,59.45,07-08-26 15:09:55
394,The Art of Startup Fundraising,21.0,07-08-26 15:09:55
395,Take Me Home Tonight (Rock Star Romance #3),53.98,07-08-26 15:09:55
396,Sleeping Giants (Themis Files #1),48.74,07-08-26 15:09:55
397,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,07-08-26 15:09:55
398,Playing with Fire,13.71,07-08-26 15:09:55
399,Off the Hook (Fishing for Trouble #1),47.67,07-08-26 15:09:55
400,Mothering Sunday,13.34,07-08-26 15:09:56
401,"Mother, Can You Not?",16.89,07-08-26 15:09:56
402,M Train,27.18,07-08-26 15:09:56
403,Lilac Girls,17.28,07-08-26 15:09:56
404,Lies and Other Acts of Love,45.14,07-08-26 15:09:56
405,Lab Girl,40.85,07-08-26 15:09:56
406,Keep Me Posted,20.46,07-08-26 15:09:56
407,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,07-08-26 15:09:56
408,Grey (Fifty Shades #4),48.49,07-08-26 15:09:56
409,"Exit, Pursued by a Bear",51.34,07-08-26 15:09:56
410,Daredevils,16.34,07-08-26 15:09:56
411,Cravings: Recipes for What You Want to Eat,20.5,07-08-26 15:09:56
412,Born for This: How to Find the Work You Were Meant to Do,21.59,07-08-26 15:09:56
413,Arena,21.36,07-08-26 15:09:56
414,Adultery,20.88,07-08-26 15:09:56
415,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,07-08-26 15:09:56
416,A Gentleman's Position (Society of Gentlemen #3),14.75,07-08-26 15:09:56
417,11/22/63,48.48,07-08-26 15:09:56
418,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,07-08-26 15:09:56
419,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,07-08-26 15:09:56
420,Without Shame,48.27,07-08-26 15:09:56
421,Watchmen,58.05,07-08-26 15:09:56
422,Unlimited Intuition Now,58.87,07-08-26 15:09:56
423,Underlying Notes,11.82,07-08-26 15:09:56
424,The Shack,28.03,07-08-26 15:09:56
425,The New Brand You: Your New Image Makes the Sale for You,44.05,07-08-26 15:09:56
426,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,07-08-26 15:09:56
427,The Flowers Lied,16.68,07-08-26 15:09:56
428,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,07-08-26 15:09:56
429,The Book of Mormon,24.57,07-08-26 15:09:56
430,The Art and Science of Low Carbohydrate Living,52.98,07-08-26 15:09:56
431,The Alien Club,54.4,07-08-26 15:09:56
432,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,07-08-26 15:09:56
433,Nap-a-Roo,25.08,07-08-26 15:09:56
434,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,07-08-26 15:09:56
435,Modern Day Fables,47.44,07-08-26 15:09:56
436,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,07-08-26 15:09:56
437,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,07-08-26 15:09:56
438,Dress Your Family in Corduroy and Denim,43.68,07-08-26 15:09:56
439,Don't Forget Steven,33.23,07-08-26 15:09:56
440,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,07-08-26 15:09:57
441,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,07-08-26 15:09:57
442,A Shard of Ice (The Black Symphony Saga #1),56.63,07-08-26 15:09:57
443,A Hero's Curse (The Unseen Chronicles #1),50.49,07-08-26 15:09:57
444,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,07-08-26 15:09:57
445,"Zero to One: Notes on Startups, or How to Build the Future",34.06,07-08-26 15:09:57
446,Why Not Me?,17.76,07-08-26 15:09:57
447,When Breath Becomes Air,39.36,07-08-26 15:09:57
448,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,07-08-26 15:09:57
449,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,07-08-26 15:09:57
450,The New Drawing on the Right Side of the Brain,43.02,07-08-26 15:09:57
451,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,07-08-26 15:09:57
452,The Martian (The Martian #1),41.39,07-08-26 15:09:57
453,The High Mountains of Portugal,51.15,07-08-26 15:09:57
454,The Grownup,35.88,07-08-26 15:09:57
455,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,07-08-26 15:09:57
456,South of Sunshine,28.93,07-08-26 15:09:57
457,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,07-08-26 15:09:57
458,Silence in the Dark (Logan Point #4),58.33,07-08-26 15:09:57
459,Shadows of the Past (Logan Point #1),39.67,07-08-26 15:09:57
460,Roller Girl,14.1,07-08-26 15:09:58
461,Rising Strong,21.82,07-08-26 15:09:58
462,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,07-08-26 15:09:58
463,Please Kill Me: The Uncensored Oral History of Punk,31.19,07-08-26 15:09:58
464,Out of Print: City Lights Spotlight No. 14,53.64,07-08-26 15:09:58
465,My Life Next Door (My Life Next Door ),36.39,07-08-26 15:09:58
466,Miller's Valley,58.54,07-08-26 15:09:58
467,Man's Search for Meaning,29.48,07-08-26 15:09:58
468,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,07-08-26 15:09:58
469,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,07-08-26 15:09:58
470,Les Fleurs du Mal,29.04,07-08-26 15:09:58
471,Left Behind (Left Behind #1),40.72,07-08-26 15:09:58
472,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,07-08-26 15:09:58
473,Kierkegaard: A Christian Missionary to Christians,47.13,07-08-26 15:09:58
474,John Vassos: Industrial Design for Modern Life,20.22,07-08-26 15:09:58
475,I'll Give You the Sun,56.48,07-08-26 15:09:58
476,I Will Find You,44.21,07-08-26 15:09:58
477,Hystopia: A Novel,21.96,07-08-26 15:09:58
478,Howl and Other Poems,40.45,07-08-26 15:09:58
479,History of Beauty,10.29,07-08-26 15:09:58
480,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,07-08-26 15:09:59
481,Future Shock (Future Shock #1),55.65,07-08-26 15:09:59
482,Ender's Game (The Ender Quintet #1),43.64,07-08-26 15:09:59
483,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,07-08-26 15:09:59
484,Death by Leisure: A Cautionary Tale,37.51,07-08-26 15:09:59
485,Brilliant Beacons: A History of the American Lighthouse,11.45,07-08-26 15:09:59
486,Brazen: The Courage to Find the You That's Been Hiding,19.22,07-08-26 15:09:59
487,Between the World and Me,56.91,07-08-26 15:09:59
488,Being Mortal: Medicine and What Matters in the End,55.06,07-08-26 15:09:59
489,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,07-08-26 15:09:59
490,32 Yolks,53.63,07-08-26 15:09:59
491,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,07-08-26 15:09:59
492,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,07-08-26 15:09:59
493,Wildlife of New York: A Five-Borough Coloring Book,22.14,07-08-26 15:09:59
494,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,07-08-26 15:09:59
495,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,07-08-26 15:09:59
496,Under the Tuscan Sun,37.33,07-08-26 15:09:59
497,Toddlers Are A**holes: It's Not Your Fault,25.55,07-08-26 15:09:59
498,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,07-08-26 15:09:59
499,The Whale,35.96,07-08-26 15:09:59
500,The Story of Art,41.14,07-08-26 15:09:59
501,The Origin of Species,10.01,07-08-26 15:09:59
502,The Great Gatsby,36.05,07-08-26 15:09:59
503,The Good Girl,49.03,07-08-26 15:09:59
504,The Glass Castle,16.24,07-08-26 15:09:59
505,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,07-08-26 15:09:59
506,The Drowning Girls,35.67,07-08-26 15:09:59
507,The Constant Princess (The Tudor Court #1),16.62,07-08-26 15:09:59
508,The Bourne Identity (Jason Bourne #1),42.78,07-08-26 15:09:59
509,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,07-08-26 15:09:59
510,The Art Book,32.34,07-08-26 15:09:59
511,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,07-08-26 15:09:59
512,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,07-08-26 15:09:59
513,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,07-08-26 15:09:59
514,"Sit, Stay, Love",20.9,07-08-26 15:09:59
515,Sister Dear,40.2,07-08-26 15:09:59
516,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,07-08-26 15:09:59
517,"Rich Dad, Poor Dad",51.74,07-08-26 15:09:59
518,Raymie Nightingale,34.41,07-08-26 15:09:59
519,Playing from the Heart,32.38,07-08-26 15:09:59
520,Nightstruck: A Novel,50.35,07-08-26 15:10:00
521,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,07-08-26 15:10:00
522,Meternity,43.58,07-08-26 15:10:00
523,Memoirs of a Geisha,49.67,07-08-26 15:10:00
524,Like Never Before (Walker Family #2),28.77,07-08-26 15:10:00
525,Life of Pi,13.22,07-08-26 15:10:00
526,Leave This Song Behind: Teen Poetry at Its Best,51.17,07-08-26 15:10:00
527,King's Folly (The Kinsman Chronicles #1),39.61,07-08-26 15:10:00
528,John Adams,57.43,07-08-26 15:10:00
529,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,07-08-26 15:10:00
530,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,07-08-26 15:10:00
531,Good in Bed (Cannie Shapiro #1),37.05,07-08-26 15:10:00
532,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,07-08-26 15:10:00
533,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,07-08-26 15:10:00
534,Finding God in the Ruins: How God Redeems Pain,46.64,07-08-26 15:10:00
535,Every Heart a Doorway (Every Heart A Doorway #1),12.16,07-08-26 15:10:00
536,Delivering the Truth (Quaker Midwife Mystery #1),20.89,07-08-26 15:10:00
537,Counted With the Stars (Out from Egypt #1),17.97,07-08-26 15:10:00
538,"Chronicles, Vol. 1",52.6,07-08-26 15:10:00
539,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,07-08-26 15:10:00
540,Benjamin Franklin: An American Life,48.19,07-08-26 15:10:01
541,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,07-08-26 15:10:01
542,A Summer In Europe,44.34,07-08-26 15:10:01
543,A Short History of Nearly Everything,52.4,07-08-26 15:10:01
544,A Gathering of Shadows (Shades of Magic #2),44.81,07-08-26 15:10:01
545,The Sound Of Love,57.84,07-08-26 15:10:01
546,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,07-08-26 15:10:01
547,The Perks of Being a Wallflower,55.02,07-08-26 15:10:01
548,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,07-08-26 15:10:01
549,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,07-08-26 15:10:01
550,The Makings of a Fatherless Child,31.58,07-08-26 15:10:01
551,The Joy of Cooking,43.27,07-08-26 15:10:01
552,The Invention of Wings,37.34,07-08-26 15:10:01
553,The Hobbit (Middle-Earth Universe),17.8,07-08-26 15:10:01
554,The Great Railway Bazaar,30.54,07-08-26 15:10:01
555,The Golden Compass (His Dark Materials #1),18.77,07-08-26 15:10:01
556,The God Delusion,46.85,07-08-26 15:10:01
557,The Girl You Left Behind (The Girl You Left Behind #1),15.79,07-08-26 15:10:01
558,The Fellowship of the Ring (The Lord of the Rings #1),10.27,07-08-26 15:10:01
559,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,07-08-26 15:10:01
560,The Barefoot Contessa Cookbook,59.92,07-08-26 15:10:02
561,Tell the Wolves I'm Home,50.96,07-08-26 15:10:02
562,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,07-08-26 15:10:02
563,Pride and Prejudice,19.27,07-08-26 15:10:02
564,Musicophilia: Tales of Music and the Brain,46.58,07-08-26 15:10:02
565,Mere Christianity,48.51,07-08-26 15:10:02
566,Me Before You (Me Before You #1),19.02,07-08-26 15:10:02
567,In the Woods (Dublin Murder Squad #1),38.38,07-08-26 15:10:02
568,In Cold Blood,49.98,07-08-26 15:10:02
569,How to Stop Worrying and Start Living,46.49,07-08-26 15:10:02
570,Give It Back,18.32,07-08-26 15:10:02
571,"Girl, Interrupted",42.14,07-08-26 15:10:02
572,Fun Home: A Family Tragicomic,56.59,07-08-26 15:10:02
573,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,07-08-26 15:10:02
574,Deception Point,40.32,07-08-26 15:10:02
575,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,07-08-26 15:10:02
576,Catherine the Great: Portrait of a Woman,58.55,07-08-26 15:10:02
577,Better Homes and Gardens New Cook Book,39.61,07-08-26 15:10:02
578,An Unquiet Mind: A Memoir of Moods and Madness,21.3,07-08-26 15:10:02
579,A Year in Provence (Provence #1),56.88,07-08-26 15:10:02
580,World Without End (The Pillars of the Earth #2),32.97,07-08-26 15:10:03
581,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,07-08-26 15:10:03
582,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,07-08-26 15:10:03
583,Where She Went (If I Stay #2),41.73,07-08-26 15:10:03
584,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,07-08-26 15:10:03
585,Two Summers,14.64,07-08-26 15:10:03
586,This Is Your Brain on Music: The Science of a Human Obsession,38.4,07-08-26 15:10:03
587,The Secret Garden,15.08,07-08-26 15:10:03
588,The Raven King (The Raven Cycle #4),30.57,07-08-26 15:10:03
589,The Raven Boys (The Raven Cycle #1),57.74,07-08-26 15:10:03
590,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,07-08-26 15:10:03
591,The Metamorphosis,28.58,07-08-26 15:10:03
592,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,07-08-26 15:10:03
593,The Little Paris Bookshop,24.73,07-08-26 15:10:03
594,The Hiding Place,55.91,07-08-26 15:10:03
595,The Grand Design,13.76,07-08-26 15:10:03
596,The Firm,45.56,07-08-26 15:10:03
597,The Fault in Our Stars,47.22,07-08-26 15:10:03
598,The False Prince (The Ascendance Trilogy #1),56.0,07-08-26 15:10:03
599,The Expatriates,44.58,07-08-26 15:10:03
600,The Dream Thieves (The Raven Cycle #2),34.5,07-08-26 15:10:03
601,The Darkest Corners,11.33,07-08-26 15:10:03
602,The Crossover,38.77,07-08-26 15:10:03
603,The 5th Wave (The 5th Wave #1),11.83,07-08-26 15:10:03
604,Tell the Wind and Fire,45.51,07-08-26 15:10:03
605,Tell Me Three Things,41.81,07-08-26 15:10:03
606,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,07-08-26 15:10:03
607,Siddhartha,34.22,07-08-26 15:10:03
608,Shiver (The Wolves of Mercy Falls #1),16.23,07-08-26 15:10:03
609,Remember Me?,11.48,07-08-26 15:10:03
610,Red Dragon (Hannibal Lecter #1),23.37,07-08-26 15:10:03
611,Peak: Secrets from the New Science of Expertise,16.28,07-08-26 15:10:03
612,My Mother Was Nuts,31.63,07-08-26 15:10:03
613,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,07-08-26 15:10:03
614,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,07-08-26 15:10:03
615,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,07-08-26 15:10:03
616,Logan Kade (Fallen Crest High #5.5),13.12,07-08-26 15:10:03
617,Last One Home (New Beginnings #1),59.98,07-08-26 15:10:03
618,Killing Floor (Jack Reacher #1),31.49,07-08-26 15:10:03
619,Kill the Boy Band,15.52,07-08-26 15:10:03
620,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,07-08-26 15:10:04
621,If I Stay (If I Stay #1),38.13,07-08-26 15:10:04
622,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,07-08-26 15:10:04
623,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,07-08-26 15:10:04
624,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,07-08-26 15:10:04
625,Foundation (Foundation (Publication Order) #1),32.42,07-08-26 15:10:04
626,Fool Me Once,16.96,07-08-26 15:10:04
627,Find Her (Detective D.D. Warren #8),22.37,07-08-26 15:10:04
628,Evicted: Poverty and Profit in the American City,42.27,07-08-26 15:10:04
629,Drama,38.7,07-08-26 15:10:04
630,Dracula the Un-Dead,35.63,07-08-26 15:10:04
631,Digital Fortress,58.0,07-08-26 15:10:04
632,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,07-08-26 15:10:04
633,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,07-08-26 15:10:04
634,Critique of Pure Reason,20.75,07-08-26 15:10:04
635,Booked,17.49,07-08-26 15:10:04
636,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,07-08-26 15:10:04
637,Approval Junkie: Adventures in Caring Too Much,58.81,07-08-26 15:10:04
638,An Abundance of Katherines,10.0,07-08-26 15:10:04
639,America's War for the Greater Middle East: A Military History,51.22,07-08-26 15:10:04
640,Alight (The Generations Trilogy #2),58.59,07-08-26 15:10:05
641,A Girl's Guide to Moving On (New Beginnings #2),31.3,07-08-26 15:10:05
642,A Game of Thrones (A Song of Ice and Fire #1),46.42,07-08-26 15:10:05
643,A Feast for Crows (A Song of Ice and Fire #4),17.21,07-08-26 15:10:05
644,A Clash of Kings (A Song of Ice and Fire #2),10.79,07-08-26 15:10:05
645,Vogue Colors A to Z: A Fashion Coloring Book,52.35,07-08-26 15:10:05
646,The Shining (The Shining #1),27.88,07-08-26 15:10:05
647,The Pilgrim's Progress,50.26,07-08-26 15:10:05
648,The Perfect Play (Play by Play #1),59.99,07-08-26 15:10:05
649,The Passion of Dolssa,28.32,07-08-26 15:10:05
650,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,07-08-26 15:10:05
651,The Hunger Games (The Hunger Games #1),29.85,07-08-26 15:10:05
652,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,07-08-26 15:10:05
653,The Gunning of America: Business and the Making of American Gun Culture,16.81,07-08-26 15:10:05
654,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,07-08-26 15:10:05
655,The Demonists (Demonist #1),52.11,07-08-26 15:10:05
656,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,07-08-26 15:10:05
657,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,07-08-26 15:10:05
658,The Beast (Black Dagger Brotherhood #14),46.08,07-08-26 15:10:05
659,Some Women,13.73,07-08-26 15:10:05
660,Shopaholic Ties the Knot (Shopaholic #3),48.39,07-08-26 15:10:06
661,Paper and Fire (The Great Library #2),49.45,07-08-26 15:10:06
662,Outlander (Outlander #1),19.67,07-08-26 15:10:06
663,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,07-08-26 15:10:06
664,No One Here Gets Out Alive,20.02,07-08-26 15:10:06
665,Night Shift (Night Shift #1-20),12.75,07-08-26 15:10:06
666,Needful Things,47.51,07-08-26 15:10:06
667,Mockingjay (The Hunger Games #3),20.44,07-08-26 15:10:06
668,Misery,34.79,07-08-26 15:10:06
669,Little Women (Little Women #1),28.07,07-08-26 15:10:06
670,It,25.01,07-08-26 15:10:06
671,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,07-08-26 15:10:06
672,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,07-08-26 15:10:06
673,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,07-08-26 15:10:06
674,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,07-08-26 15:10:06
675,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,07-08-26 15:10:06
676,Gone with the Wind,32.49,07-08-26 15:10:06
677,God Is Not Great: How Religion Poisons Everything,27.8,07-08-26 15:10:06
678,Girl With a Pearl Earring,26.77,07-08-26 15:10:06
679,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,07-08-26 15:10:06
680,Far From True (Promise Falls Trilogy #2),34.93,07-08-26 15:10:06
681,Dark Lover (Black Dagger Brotherhood #1),12.87,07-08-26 15:10:06
682,Confessions of a Shopaholic (Shopaholic #1),48.94,07-08-26 15:10:06
683,Changing the Game (Play by Play #2),13.38,07-08-26 15:10:06
684,Candide,58.63,07-08-26 15:10:06
685,Can You Keep a Secret?,21.94,07-08-26 15:10:06
686,Atlas Shrugged,26.58,07-08-26 15:10:06
687,Animal Farm,57.22,07-08-26 15:10:06
688,A Walk to Remember,56.43,07-08-26 15:10:06
689,A New Earth: Awakening to Your Life's Purpose,55.65,07-08-26 15:10:06
690,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,07-08-26 15:10:06
691,'Salem's Lot,49.56,07-08-26 15:10:06
692,Zero History (Blue Ant #3),34.77,07-08-26 15:10:06
693,Wuthering Heights,17.73,07-08-26 15:10:06
694,World War Z: An Oral History of the Zombie War,21.8,07-08-26 15:10:06
695,Wild: From Lost to Found on the Pacific Crest Trail,46.02,07-08-26 15:10:06
696,"Where'd You Go, Bernadette",18.13,07-08-26 15:10:06
697,When You Are Engulfed in Flames,30.89,07-08-26 15:10:06
698,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,07-08-26 15:10:06
699,We Are All Completely Beside Ourselves,24.04,07-08-26 15:10:06
700,Walk the Edge (Thunder Road #2),32.36,07-08-26 15:10:07
701,Voyager (Outlander #3),21.07,07-08-26 15:10:07
702,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,07-08-26 15:10:07
703,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,07-08-26 15:10:07
704,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,07-08-26 15:10:07
705,Under the Banner of Heaven: A Story of Violent Faith,30.0,07-08-26 15:10:07
706,Two Boys Kissing,32.74,07-08-26 15:10:07
707,Twilight (Twilight #1),41.93,07-08-26 15:10:07
708,Twenties Girl,42.8,07-08-26 15:10:07
709,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,07-08-26 15:10:07
710,Three-Martini Lunch,23.21,07-08-26 15:10:07
711,"Thinking, Fast and Slow",21.14,07-08-26 15:10:07
712,The Wild Robot,56.07,07-08-26 15:10:07
713,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,07-08-26 15:10:07
714,The Undomestic Goddess,45.75,07-08-26 15:10:07
715,The Travelers,15.77,07-08-26 15:10:07
716,The Tipping Point: How Little Things Can Make a Big Difference,10.02,07-08-26 15:10:07
717,The Thing About Jellyfish,48.77,07-08-26 15:10:07
718,The Stand,57.86,07-08-26 15:10:07
719,The Smitten Kitchen Cookbook,23.59,07-08-26 15:10:07
720,The Silkworm (Cormoran Strike #2),23.05,07-08-26 15:10:08
721,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,07-08-26 15:10:08
722,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,07-08-26 15:10:08
723,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,07-08-26 15:10:08
724,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,07-08-26 15:10:08
725,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,07-08-26 15:10:08
726,The Rest Is Noise: Listening to the Twentieth Century,34.77,07-08-26 15:10:08
727,The Red Tent,35.66,07-08-26 15:10:08
728,The Purpose Driven Life: What on Earth Am I Here for?,37.19,07-08-26 15:10:08
729,The Purest Hook (Second Circle Tattoos #3),12.25,07-08-26 15:10:08
730,The Picture of Dorian Gray,29.7,07-08-26 15:10:08
731,The Paris Wife,36.8,07-08-26 15:10:08
732,The Obsession,45.43,07-08-26 15:10:08
733,The Nightingale,26.26,07-08-26 15:10:08
734,The New Guy (and Other Senior Year Distractions),44.92,07-08-26 15:10:08
735,The Nanny Diaries (Nanny #1),52.53,07-08-26 15:10:08
736,The Name of God is Mercy,37.25,07-08-26 15:10:08
737,The Maze Runner (The Maze Runner #1),20.93,07-08-26 15:10:08
738,The Lover's Dictionary,58.09,07-08-26 15:10:08
